"station_id","name","lat","lon"
"491","Corporate Blvd & Omega Dr",39.106971,-77.192645
"492","Key West Ave & Diamondback Dr",39.106152,-77.202354
"493","Alabama Ave & Stanton Rd SE / Shops at Park Village",38.84627,-76.98185
"494","Mississippi Ave & 19th St SE / THEARC",38.84377,-76.97557
"495","19th & Savannah St SE",38.84623,-76.97703
"496","4th St & Mississippi Ave SE",38.836,-77.0009
"497","1st & S Capitol St SE / Oxon Run Trail",38.824481,-77.005497
"498","Livingston Rd & 3rd St SE",38.82373,-77.00223
"499","Joliet St & MLK Ave SW/Bald Eagle Rec Ctr",38.81909,-77.01033
"500","37th & Ely Pl SE",38.883011,-76.949709
